Experiment,Treatment,Time_of_the_day,Body_mass,Tracking_session,ID,Stream_mesocosm,Movement,Habitat_Use
Exp_2_Stream_Mesocosms,GH,12,4.21,5,A3E707,11,2,Open

Exp_2_Stream_Mesocosms,Sham,12,3.77,5,A3CB6A,12,NA,Open

Exp_2_Stream_Mesocosms,Sham,12,3.85,5,A3F0DC,12,4,Open

Exp_2_Stream_Mesocosms,Sham,12,3.89,5,A3904D,12,NA,Open

Exp_2_Stream_Mesocosms,Sham,12,3.47,5,A382E5,12,1,Open

Exp_2_Stream_Mesocosms,Sham,12,3.8,5,A3663F,12,0,Boulder

Exp_2_Stream_Mesocosms,Sham,12,3.81,5,A3930D,12,NA,Open

Exp_2_Stream_Mesocosms,GH,12,5.21,5,A40086,13,4,Open

Exp_2_Stream_Mesocosms,GH,12,5.41,5,A389AF,13,8,Open

Exp_2_Stream_Mesocosms,GH,12,5.01,5,A3B8AC,13,1,Open

Exp_2_Stream_Mesocosms,GH,12,4.91,5,A3CABB,13,2,Open

Exp_2_Stream_Mesocosms,GH,12,4.91,5,A3EAD5,13,NA,Boulder

Exp_2_Stream_Mesocosms,GH,12,5.05,5,A3AD08,13,5,Open

Exp_2_Stream_Mesocosms,GH,12,5.67,5,A3CF44,14,NA,NA

Exp_2_Stream_Mesocosms,GH,12,5.36,5,A3A82D,14,1,Open

Exp_2_Stream_Mesocosms,GH,12,5.52,5,A3F81D,14,1,Open

Exp_2_Stream_Mesocosms,GH,12,5.59,5,A3A5B8,14,4,Open

Exp_2_Stream_Mesocosms,GH,12,5.92,5,A382B0,14,0,Open

Exp_2_Stream_Mesocosms,GH,12,6.03,5,A3AAC0,14,6,Open

Exp_2_Stream_Mesocosms,Sham,12,5.5,5,A3E009,15,1,Boulder

Exp_2_Stream_Mesocosms,Sham,12,5.5,5,A388C9,15,4,Open

Exp_2_Stream_Mesocosms,Sham,12,5.35,5,A3ED7D,15,6,Open

Exp_2_Stream_Mesocosms,Sham,12,5.17,5,A3E8FE,15,0,Open

Exp_2_Stream_Mesocosms,Sham,12,5.53,5,A3836A,15,5,Boulder

Exp_2_Stream_Mesocosms,GH,12,6.37,5,A3F841,16,0,Open

Exp_2_Stream_Mesocosms,GH,12,7.35,5,A34594,16,2,Boulder

Exp_2_Stream_Mesocosms,GH,12,6.81,5,A3F83C,16,1,Open

Exp_2_Stream_Mesocosms,GH,12,6.68,5,A3AB9B,16,6,Open

Exp_2_Stream_Mesocosms,GH,12,7.33,5,A39056,16,NA,Boulder

Exp_2_Stream_Mesocosms,GH,12,6.73,5,A3AB89,16,0,Open

Exp_2_Stream_Mesocosms,Sham,12,4.25,5,A344F0,17,NA,Open

Exp_2_Stream_Mesocosms,Sham,12,5.18,5,A3884B,17,0,Open

Exp_2_Stream_Mesocosms,Sham,12,4.31,5,A395C9,17,1,Open

Exp_2_Stream_Mesocosms,Sham,12,3.98,5,A3EF29,17,0,Boulder

Exp_2_Stream_Mesocosms,Sham,12,3.73,5,A3F44C,17,NA,Open

Exp_2_Stream_Mesocosms,Sham,12,4.92,5,A38AD4,18,0,Open

Exp_2_Stream_Mesocosms,Sham,12,5.2,5,A39BE3,18,0,Open

Exp_2_Stream_Mesocosms,Sham,12,4.88,5,A3F370,18,1,Open

Exp_2_Stream_Mesocosms,Sham,12,4.93,5,A3CB86,18,2,Open

Exp_2_Stream_Mesocosms,Sham,12,4.98,5,A3DB4D,18,4,Open

Exp_2_Stream_Mesocosms,Sham,12,4.79,5,A3C7F3,18,NA,Open

Exp_2_Stream_Mesocosms,GH,12,4.03,5,A39860,19,0,Open

Exp_2_Stream_Mesocosms,GH,12,3.82,5,A3E010,19,0,Open

Exp_2_Stream_Mesocosms,GH,12,3.95,5,A3932F,19,0,Boulder

Exp_2_Stream_Mesocosms,GH,12,4.13,5,A3CC9C,19,4,Boulder

Exp_2_Stream_Mesocosms,GH,12,3.73,5,A3D0CD,19,3,Open

Exp_2_Stream_Mesocosms,GH,12,4.32,5,A3EA10,19,0,Open

Exp_2_Stream_Mesocosms,Sham,12,4.68,5,A3ABC1,20,0,Open

Exp_2_Stream_Mesocosms,Sham,12,4.6,5,A2EF7A,20,0,Open

Exp_2_Stream_Mesocosms,Sham,12,4.38,5,A3EFD5,20,0,Boulder

Exp_2_Stream_Mesocosms,Sham,12,4.93,5,A39AA5,20,3,Boulder

Exp_2_Stream_Mesocosms,Sham,12,4.29,5,A3A160,20,4,Open

Exp_2_Stream_Mesocosms,Sham,12,4.44,5,9F967F,20,3,Boulder

Exp_2_Stream_Mesocosms,GH,15,2.79,5,A391F7,1,1,Boulder

Exp_2_Stream_Mesocosms,GH,15,3.41,5,A3A4C6,1,2,Open

Exp_2_Stream_Mesocosms,GH,15,4.88,5,A384A3,1,1,Boulder

Exp_2_Stream_Mesocosms,GH,15,3.36,5,A3E46F,1,2,Open

Exp_2_Stream_Mesocosms,GH,15,3.27,5,A3C20D,1,1,Open

Exp_2_Stream_Mesocosms,GH,15,3.27,5,A3A49B,1,2,Open

Exp_2_Stream_Mesocosms,Sham,15,6.54,5,A39BFE,2,1,Boulder

Exp_2_Stream_Mesocosms,Sham,15,6.88,5,A38E59,2,5,Open

Exp_2_Stream_Mesocosms,Sham,15,NA,5,A3CB48,2,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,NA,5,A3CEBD,2,NA,NA

Exp_2_Stream_Mesocosms,GH,15,4.65,5,A39556,3,NA,NA

Exp_2_Stream_Mesocosms,GH,15,4.36,5,A3C8F5,3,4,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.7,5,A3F324,3,5,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.71,5,A39E67,3,1,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.74,5,A3F0AB,3,1,Open

Exp_2_Stream_Mesocosms,GH,15,4.17,5,A3CFCC,3,0,Open

Exp_2_Stream_Mesocosms,Sham,15,2.88,5,A3F4DF,4,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,3.03,5,A39589,4,4,Open

Exp_2_Stream_Mesocosms,Sham,15,2.9,5,A3F0EF,4,13,Boulder

Exp_2_Stream_Mesocosms,Sham,15,2.72,5,A383C5,4,2,Open

Exp_2_Stream_Mesocosms,Sham,15,3.01,5,A39350,4,1,Boulder

Exp_2_Stream_Mesocosms,Sham,15,2.62,5,A38DF1,4,3,Open

Exp_2_Stream_Mesocosms,GH,15,3.88,5,A394EE,5,1,Boulder

Exp_2_Stream_Mesocosms,GH,15,3.66,5,A3F38A,5,2,Boulder

Exp_2_Stream_Mesocosms,GH,15,3.62,5,9F8BCB,5,3,Boulder

Exp_2_Stream_Mesocosms,GH,15,3.66,5,A3E404,5,5,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.1,5,A384D8,5,6,Open

Exp_2_Stream_Mesocosms,GH,15,3.75,5,A393C2,5,NA,Open

Exp_2_Stream_Mesocosms,GH,15,6.2,5,A3E3D7,6,NA,NA

Exp_2_Stream_Mesocosms,GH,15,5.72,5,A3F4C1,6,NA,NA

Exp_2_Stream_Mesocosms,GH,15,6.11,5,A2EB3B,6,1,Open

Exp_2_Stream_Mesocosms,GH,15,5.92,5,A3EBA7,6,1,Open

Exp_2_Stream_Mesocosms,GH,15,6.63,5,A3F738,6,NA,Boulder

Exp_2_Stream_Mesocosms,GH,15,6.16,5,A388BA,6,2,Open

Exp_2_Stream_Mesocosms,Sham,15,5.9,5,A3F7ED,7,0,Boulder

Exp_2_Stream_Mesocosms,Sham,15,5.41,5,A39379,7,0,Boulder

Exp_2_Stream_Mesocosms,Sham,15,5.59,5,A34BEA,7,NA,Open

Exp_2_Stream_Mesocosms,Sham,15,5.9,5,A3FB93,7,NA,Open

Exp_2_Stream_Mesocosms,Sham,15,6.04,5,9FF6BF,7,3,Open

Exp_2_Stream_Mesocosms,Sham,15,6.02,5,A391D0,7,1,Open

Exp_2_Stream_Mesocosms,Sham,15,3.23,5,A3E0AC,8,3,Open

Exp_2_Stream_Mesocosms,Sham,15,2.94,5,A3C575,8,8,Open

Exp_2_Stream_Mesocosms,Sham,15,3.23,5,A3F746,8,1,Boulder

Exp_2_Stream_Mesocosms,Sham,15,3.28,5,A34629,8,0,Open

Exp_2_Stream_Mesocosms,Sham,15,3.05,5,A3AD91,8,3,Open

Exp_2_Stream_Mesocosms,Sham,15,3.09,5,A3A62F,8,NA,NA

Exp_2_Stream_Mesocosms,GH,15,7.04,5,A3893B,9,13,Open

Exp_2_Stream_Mesocosms,GH,15,4.98,5,A3AB61,9,1,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.86,5,A33EC7,9,2,Open

Exp_2_Stream_Mesocosms,GH,15,4.79,5,A3E81B,9,2,Open

Exp_2_Stream_Mesocosms,GH,15,5.04,5,A38B84,9,5,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.99,5,A39293,9,4,Open

Exp_2_Stream_Mesocosms,GH,15,NA,5,9FFE68,9,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,3.52,5,A3ABCF,10,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,3.95,5,A3CEEA,10,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,3.48,5,A3EB94,10,1,Open

Exp_2_Stream_Mesocosms,Sham,15,3.23,5,A3A5DF,10,2,Open

Exp_2_Stream_Mesocosms,Sham,15,3.6,5,3A8470,10,2,Open

Exp_2_Stream_Mesocosms,Sham,15,3.42,5,A3A882,10,1,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.42,5,A3A637,11,5,Open

Exp_2_Stream_Mesocosms,GH,15,4.64,5,A3C4BB,11,0,Open

Exp_2_Stream_Mesocosms,GH,15,4.24,5,A3C5D1,11,NA,Open

Exp_2_Stream_Mesocosms,GH,15,4.49,5,A3F224,11,2,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.3,5,A3834F,11,0,Open

Exp_2_Stream_Mesocosms,GH,15,4.21,5,A3E707,11,2,Open

Exp_2_Stream_Mesocosms,Sham,15,3.89,5,A3904D,12,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,3.81,5,A3930D,12,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,3.77,5,A3CB6A,12,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,3.47,5,A382E5,12,1,Open

Exp_2_Stream_Mesocosms,Sham,15,3.85,5,A3F0DC,12,3,Open

Exp_2_Stream_Mesocosms,Sham,15,3.8,5,A3663F,12,5,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.91,5,A3EAD5,13,NA,NA

Exp_2_Stream_Mesocosms,GH,15,5.01,5,A3B8AC,13,1,Open

Exp_2_Stream_Mesocosms,GH,15,4.91,5,A3CABB,13,1,Open

Exp_2_Stream_Mesocosms,GH,15,5.41,5,A389AF,13,4,Open

Exp_2_Stream_Mesocosms,GH,15,5.21,5,A40086,13,4,Open

Exp_2_Stream_Mesocosms,GH,15,5.05,5,A3AD08,13,NA,Open

Exp_2_Stream_Mesocosms,GH,15,5.36,5,A3A82D,14,1,Boulder

Exp_2_Stream_Mesocosms,GH,15,5.52,5,A3F81D,14,0,Boulder

Exp_2_Stream_Mesocosms,GH,15,5.67,5,A3CF44,14,NA,Boulder

Exp_2_Stream_Mesocosms,GH,15,5.59,5,A3A5B8,14,0,Open

Exp_2_Stream_Mesocosms,GH,15,5.92,5,A382B0,14,7,Open

Exp_2_Stream_Mesocosms,GH,15,6.03,5,A3AAC0,14,NA,Open

Exp_2_Stream_Mesocosms,Sham,15,5.53,5,A3836A,15,0,Open

Exp_2_Stream_Mesocosms,Sham,15,5.5,5,A388C9,15,0,Open

Exp_2_Stream_Mesocosms,Sham,15,5.5,5,A3E009,15,2,Open

Exp_2_Stream_Mesocosms,Sham,15,5.17,5,A3E8FE,15,1,Open

Exp_2_Stream_Mesocosms,Sham,15,5.35,5,A3ED7D,15,5,Open

Exp_2_Stream_Mesocosms,GH,15,7.33,5,A39056,16,NA,NA

Exp_2_Stream_Mesocosms,GH,15,7.35,5,A34594,16,2,Boulder

Exp_2_Stream_Mesocosms,GH,15,6.68,5,A3AB9B,16,0,Boulder

Exp_2_Stream_Mesocosms,GH,15,6.37,5,A3F841,16,1,Open

Exp_2_Stream_Mesocosms,GH,15,6.81,5,A3F83C,16,1,Boulder

Exp_2_Stream_Mesocosms,GH,15,6.73,5,A3AB89,16,1,Open

Exp_2_Stream_Mesocosms,Sham,15,4.25,5,A344F0,17,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,3.73,5,A3F44C,17,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,4.31,5,A395C9,17,1,Boulder

Exp_2_Stream_Mesocosms,Sham,15,5.18,5,A3884B,17,0,Open

Exp_2_Stream_Mesocosms,Sham,15,3.98,5,A3EF29,17,4,Boulder

Exp_2_Stream_Mesocosms,Sham,15,4.79,5,A3C7F3,18,NA,NA

Exp_2_Stream_Mesocosms,Sham,15,4.92,5,A38AD4,18,2,Open

Exp_2_Stream_Mesocosms,Sham,15,5.2,5,A39BE3,18,7,Open

Exp_2_Stream_Mesocosms,Sham,15,4.93,5,A3CB86,18,NA,Open

Exp_2_Stream_Mesocosms,Sham,15,4.88,5,A3F370,18,1,Open

Exp_2_Stream_Mesocosms,Sham,15,4.98,5,A3DB4D,18,0,Open

Exp_2_Stream_Mesocosms,GH,15,4.03,5,A39860,19,1,Open

Exp_2_Stream_Mesocosms,GH,15,3.82,5,A3E010,19,0,Open

Exp_2_Stream_Mesocosms,GH,15,3.73,5,A3D0CD,19,0,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.32,5,A3EA10,19,0,Open

Exp_2_Stream_Mesocosms,GH,15,3.95,5,A3932F,19,NA,Boulder

Exp_2_Stream_Mesocosms,GH,15,4.13,5,A3CC9C,19,3,Open

Exp_2_Stream_Mesocosms,Sham,15,4.68,5,A3ABC1,20,3,Open

Exp_2_Stream_Mesocosms,Sham,15,4.6,5,A2EF7A,20,1,Open

Exp_2_Stream_Mesocosms,Sham,15,4.38,5,A3EFD5,20,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,15,4.93,5,A39AA5,20,4,Open

Exp_2_Stream_Mesocosms,Sham,15,4.29,5,A3A160,20,3,Boulder

Exp_2_Stream_Mesocosms,Sham,15,4.44,5,9F967F,20,3,Open

Exp_2_Stream_Mesocosms,GH,18,2.79,5,A391F7,1,2,Open

Exp_2_Stream_Mesocosms,GH,18,3.41,5,A3A4C6,1,1,Open

Exp_2_Stream_Mesocosms,GH,18,3.36,5,A3E46F,1,2,Boulder

Exp_2_Stream_Mesocosms,GH,18,4.88,5,A384A3,1,4,Open

Exp_2_Stream_Mesocosms,GH,18,3.27,5,A3C20D,1,1,Open

Exp_2_Stream_Mesocosms,GH,18,3.27,5,A3A49B,1,NA,Open

Exp_2_Stream_Mesocosms,Sham,18,6.54,5,A39BFE,2,1,Open

Exp_2_Stream_Mesocosms,Sham,18,6.88,5,A38E59,2,0,Boulder

Exp_2_Stream_Mesocosms,Sham,18,NA,5,A3CB48,2,NA,NA

Exp_2_Stream_Mesocosms,Sham,18,NA,5,A3CEBD,2,NA,NA

Exp_2_Stream_Mesocosms,GH,18,4.65,5,A39556,3,NA,NA

Exp_2_Stream_Mesocosms,GH,18,4.17,5,A3CFCC,3,5,Open

Exp_2_Stream_Mesocosms,GH,18,4.7,5,A3F324,3,2,Open

Exp_2_Stream_Mesocosms,GH,18,4.74,5,A3F0AB,3,1,Boulder

Exp_2_Stream_Mesocosms,GH,18,4.71,5,A39E67,3,NA,Open

Exp_2_Stream_Mesocosms,GH,18,4.36,5,A3C8F5,3,9,Open

Exp_2_Stream_Mesocosms,Sham,18,2.62,5,A38DF1,4,NA,Open

Exp_2_Stream_Mesocosms,Sham,18,2.88,5,A3F4DF,4,2,Open

Exp_2_Stream_Mesocosms,Sham,18,3.03,5,A39589,4,2,Open

Exp_2_Stream_Mesocosms,Sham,18,2.72,5,A383C5,4,NA,Open

Exp_2_Stream_Mesocosms,Sham,18,3.01,5,A39350,4,1,Open

Exp_2_Stream_Mesocosms,Sham,18,2.9,5,A3F0EF,4,3,Open

Exp_2_Stream_Mesocosms,GH,18,3.75,5,A393C2,5,NA,NA

Exp_2_Stream_Mesocosms,GH,18,3.62,5,9F8BCB,5,1,Open

Exp_2_Stream_Mesocosms,GH,18,3.88,5,A394EE,5,1,Open

Exp_2_Stream_Mesocosms,GH,18,4.1,5,A384D8,5,8,Open

Exp_2_Stream_Mesocosms,GH,18,3.66,5,A3E404,5,5,Open

Exp_2_Stream_Mesocosms,GH,18,3.66,5,A3F38A,5,0,Boulder

Exp_2_Stream_Mesocosms,GH,18,6.2,5,A3E3D7,6,NA,NA

Exp_2_Stream_Mesocosms,GH,18,6.63,5,A3F738,6,NA,NA

Exp_2_Stream_Mesocosms,GH,18,6.11,5,A2EB3B,6,1,Boulder

Exp_2_Stream_Mesocosms,GH,18,5.92,5,A3EBA7,6,1,Boulder

Exp_2_Stream_Mesocosms,GH,18,5.72,5,A3F4C1,6,1,Open

Exp_2_Stream_Mesocosms,GH,18,6.16,5,A388BA,6,4,Open

Exp_2_Stream_Mesocosms,Sham,18,5.59,5,A34BEA,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,18,5.9,5,A3FB93,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,18,5.9,5,A3F7ED,7,1,Boulder

Exp_2_Stream_Mesocosms,Sham,18,5.41,5,A39379,7,1,Boulder

Exp_2_Stream_Mesocosms,Sham,18,6.02,5,A391D0,7,2,Open

Exp_2_Stream_Mesocosms,Sham,18,6.04,5,9FF6BF,7,0,Open

Exp_2_Stream_Mesocosms,Sham,18,3.28,5,A34629,8,5,Open

Exp_2_Stream_Mesocosms,Sham,18,3.23,5,A3F746,8,NA,Open

Exp_2_Stream_Mesocosms,Sham,18,3.23,5,A3E0AC,8,3,Boulder

Exp_2_Stream_Mesocosms,Sham,18,3.05,5,A3AD91,8,4,Boulder

Exp_2_Stream_Mesocosms,Sham,18,2.94,5,A3C575,8,1,Open

Exp_2_Stream_Mesocosms,Sham,18,3.09,5,A3A62F,8,NA,NA

Exp_2_Stream_Mesocosms,GH,18,4.99,5,A39293,9,4,Boulder

Exp_2_Stream_Mesocosms,GH,18,7.04,5,A3893B,9,1,Boulder

Exp_2_Stream_Mesocosms,GH,18,4.86,5,A33EC7,9,1,Open

Exp_2_Stream_Mesocosms,GH,18,4.98,5,A3AB61,9,2,Open

Exp_2_Stream_Mesocosms,GH,18,5.04,5,A38B84,9,5,Open

Exp_2_Stream_Mesocosms,GH,18,4.79,5,A3E81B,9,0,Open

Exp_2_Stream_Mesocosms,GH,18,NA,5,9FFE68,9,NA,NA

Exp_2_Stream_Mesocosms,Sham,18,3.52,5,A3ABCF,10,NA,NA

Exp_2_Stream_Mesocosms,Sham,18,3.95,5,A3CEEA,10,2,Open

Exp_2_Stream_Mesocosms,Sham,18,3.48,5,A3EB94,10,0,Boulder

Exp_2_Stream_Mesocosms,Sham,18,3.23,5,A3A5DF,10,2,Open

Exp_2_Stream_Mesocosms,Sham,18,3.6,5,3A8470,10,10,Boulder

Exp_2_Stream_Mesocosms,Sham,18,3.42,5,A3A882,10,NA,Open

Exp_2_Stream_Mesocosms,GH,18,4.24,5,A3C5D1,11,NA,NA

Exp_2_Stream_Mesocosms,GH,18,4.3,5,A3834F,11,1,Open

Exp_2_Stream_Mesocosms,GH,18,4.21,5,A3E707,11,NA,Open

Exp_2_Stream_Mesocosms,GH,18,4.64,5,A3C4BB,11,0,Open

Exp_2_Stream_Mesocosms,GH,18,4.42,5,A3A637,11,2,Open

Exp_2_Stream_Mesocosms,GH,18,4.49,5,A3F224,11,1,Open

Exp_2_Stream_Mesocosms,Sham,18,3.89,5,A3904D,12,NA,NA

Exp_2_Stream_Mesocosms,Sham,18,3.77,5,A3CB6A,12,1,Boulder

Exp_2_Stream_Mesocosms,Sham,18,3.8,5,A3663F,12,0,Open

Exp_2_Stream_Mesocosms,Sham,18,3.47,5,A382E5,12,7,Open

Exp_2_Stream_Mesocosms,Sham,18,3.81,5,A3930D,12,5,Open

Exp_2_Stream_Mesocosms,Sham,18,3.85,5,A3F0DC,12,NA,Open

Exp_2_Stream_Mesocosms,GH,18,5.05,5,A3AD08,13,NA,NA

Exp_2_Stream_Mesocosms,GH,18,5.01,5,A3B8AC,13,1,Open

Exp_2_Stream_Mesocosms,GH,18,4.91,5,A3CABB,13,1,Open

Exp_2_Stream_Mesocosms,GH,18,5.21,5,A40086,13,6,Open

Exp_2_Stream_Mesocosms,GH,18,5.41,5,A389AF,13,4,Open

Exp_2_Stream_Mesocosms,GH,18,4.91,5,A3EAD5,13,NA,Open

Exp_2_Stream_Mesocosms,GH,18,6.03,5,A3AAC0,14,NA,NA

Exp_2_Stream_Mesocosms,GH,18,5.67,5,A3CF44,14,NA,NA

Exp_2_Stream_Mesocosms,GH,18,5.59,5,A3A5B8,14,1,Open

Exp_2_Stream_Mesocosms,GH,18,5.52,5,A3F81D,14,NA,Boulder

Exp_2_Stream_Mesocosms,GH,18,5.36,5,A3A82D,14,5,Open

Exp_2_Stream_Mesocosms,GH,18,5.92,5,A382B0,14,3,Boulder

Exp_2_Stream_Mesocosms,Sham,18,5.53,5,A3836A,15,6,Open

Exp_2_Stream_Mesocosms,Sham,18,5.5,5,A388C9,15,2,Open

Exp_2_Stream_Mesocosms,Sham,18,5.17,5,A3E8FE,15,5,Open

Exp_2_Stream_Mesocosms,Sham,18,5.35,5,A3ED7D,15,8,Open

Exp_2_Stream_Mesocosms,Sham,18,5.5,5,A3E009,15,1,Open

Exp_2_Stream_Mesocosms,GH,18,7.33,5,A39056,16,NA,NA

Exp_2_Stream_Mesocosms,GH,18,7.35,5,A34594,16,0,Boulder

Exp_2_Stream_Mesocosms,GH,18,6.37,5,A3F841,16,0,Boulder

Exp_2_Stream_Mesocosms,GH,18,6.68,5,A3AB9B,16,0,Boulder

Exp_2_Stream_Mesocosms,GH,18,6.81,5,A3F83C,16,NA,Open

Exp_2_Stream_Mesocosms,GH,18,6.73,5,A3AB89,16,4,Open

Exp_2_Stream_Mesocosms,Sham,18,3.73,5,A3F44C,17,NA,NA

Exp_2_Stream_Mesocosms,Sham,18,4.31,5,A395C9,17,1,Open

Exp_2_Stream_Mesocosms,Sham,18,4.25,5,A344F0,17,1,Open

Exp_2_Stream_Mesocosms,Sham,18,5.18,5,A3884B,17,2,Open

Exp_2_Stream_Mesocosms,Sham,18,3.98,5,A3EF29,17,NA,Open

Exp_2_Stream_Mesocosms,Sham,18,4.93,5,A3CB86,18,NA,NA

Exp_2_Stream_Mesocosms,Sham,18,5.2,5,A39BE3,18,4,Boulder

Exp_2_Stream_Mesocosms,Sham,18,4.88,5,A3F370,18,0,Open

Exp_2_Stream_Mesocosms,Sham,18,4.92,5,A38AD4,18,2,Open

Exp_2_Stream_Mesocosms,Sham,18,4.98,5,A3DB4D,18,NA,Open

Exp_2_Stream_Mesocosms,Sham,18,4.79,5,A3C7F3,18,1,Open

Exp_2_Stream_Mesocosms,GH,18,3.95,5,A3932F,19,NA,NA

Exp_2_Stream_Mesocosms,GH,18,4.03,5,A39860,19,2,Open

Exp_2_Stream_Mesocosms,GH,18,4.32,5,A3EA10,19,0,Open

Exp_2_Stream_Mesocosms,GH,18,3.73,5,A3D0CD,19,0,Boulder

Exp_2_Stream_Mesocosms,GH,18,3.82,5,A3E010,19,1,Open

Exp_2_Stream_Mesocosms,GH,18,4.13,5,A3CC9C,19,2,Open

Exp_2_Stream_Mesocosms,Sham,18,4.38,5,A3EFD5,20,NA,NA

Exp_2_Stream_Mesocosms,Sham,18,4.93,5,A39AA5,20,5,Open

Exp_2_Stream_Mesocosms,Sham,18,4.6,5,A2EF7A,20,13,Boulder

Exp_2_Stream_Mesocosms,Sham,18,4.68,5,A3ABC1,20,2,Boulder

Exp_2_Stream_Mesocosms,Sham,18,4.44,5,9F967F,20,0,Boulder

Exp_2_Stream_Mesocosms,Sham,18,4.29,5,A3A160,20,5,Open

Exp_2_Stream_Mesocosms,GH,21,2.79,6,A391F7,1,1,Boulder

Exp_2_Stream_Mesocosms,GH,21,3.41,6,A3A4C6,1,1,Boulder

Exp_2_Stream_Mesocosms,GH,21,4.88,6,A384A3,1,10,Open

Exp_2_Stream_Mesocosms,GH,21,3.36,6,A3E46F,1,3,Open

Exp_2_Stream_Mesocosms,GH,21,3.27,6,A3C20D,1,4,Open

Exp_2_Stream_Mesocosms,GH,21,3.27,6,A3A49B,1,0,Open

Exp_2_Stream_Mesocosms,Sham,21,6.54,6,A39BFE,2,2,Open

Exp_2_Stream_Mesocosms,Sham,21,6.88,6,A38E59,2,6,Open

Exp_2_Stream_Mesocosms,Sham,21,NA,6,A3CB48,2,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,NA,6,A3CEBD,2,NA,NA

Exp_2_Stream_Mesocosms,GH,21,4.71,6,A39E67,3,6,Boulder

Exp_2_Stream_Mesocosms,GH,21,4.7,6,A3F324,3,NA,Boulder

Exp_2_Stream_Mesocosms,GH,21,4.74,6,A3F0AB,3,1,Open

Exp_2_Stream_Mesocosms,GH,21,4.36,6,A3C8F5,3,4,Open

Exp_2_Stream_Mesocosms,GH,21,4.17,6,A3CFCC,3,NA,Open

Exp_2_Stream_Mesocosms,GH,21,4.65,6,A39556,3,NA,Open

Exp_2_Stream_Mesocosms,Sham,21,2.72,6,A383C5,4,0,Open

Exp_2_Stream_Mesocosms,Sham,21,3.03,6,A39589,4,0,Open

Exp_2_Stream_Mesocosms,Sham,21,2.88,6,A3F4DF,4,0,Open

Exp_2_Stream_Mesocosms,Sham,21,2.9,6,A3F0EF,4,2,Open

Exp_2_Stream_Mesocosms,Sham,21,3.01,6,A39350,4,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,21,2.62,6,A38DF1,4,3,Open

Exp_2_Stream_Mesocosms,GH,21,3.88,6,A394EE,5,NA,Open

Exp_2_Stream_Mesocosms,GH,21,3.66,6,A3F38A,5,2,Open

Exp_2_Stream_Mesocosms,GH,21,3.62,6,9F8BCB,5,0,Boulder

Exp_2_Stream_Mesocosms,GH,21,3.66,6,A3E404,5,1,Open

Exp_2_Stream_Mesocosms,GH,21,4.1,6,A384D8,5,3,Boulder

Exp_2_Stream_Mesocosms,GH,21,3.75,6,A393C2,5,NA,Open

Exp_2_Stream_Mesocosms,GH,21,6.16,6,A388BA,6,NA,NA

Exp_2_Stream_Mesocosms,GH,21,6.11,6,A2EB3B,6,0,Open

Exp_2_Stream_Mesocosms,GH,21,6.63,6,A3F738,6,NA,Open

Exp_2_Stream_Mesocosms,GH,21,5.92,6,A3EBA7,6,0,Boulder

Exp_2_Stream_Mesocosms,GH,21,5.72,6,A3F4C1,6,0,Open

Exp_2_Stream_Mesocosms,GH,21,6.2,6,A3E3D7,6,0,Open

Exp_2_Stream_Mesocosms,Sham,21,6.04,6,9FF6BF,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,5.41,6,A39379,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,5.59,6,A34BEA,7,3,Open

